name,glrm_rp,glrm_sre,glrm_lre,glrm_gln,glrm_rln,glrm_lgre,glrm_hgre,glrm_srlge,glrm_srhge,glrm_lrlge,glrm_lrhge,class
RT8_35.jpg,0.0017547607421875,4350869662.891831,441.9478260869565,3908014.6608695653,22790454.330434784,2.5081817996095452,152648.61739130435,4350869565.623639,1179991329623.4438,1.8680453123214456,111043.85217391304,tijolos
RT8_36.jpg,0.00189208984375,3963871061.9793386,469.6290322580645,3713343.080645161,20508078.258064516,2.3650822934357083,139070.5241935484,3963870968.1485267,1060647685074.4639,2.0532489334993964,114056.25806451614,tijolos
RT8_13.jpg,0.0030364990234375,2350150818.0475492,434.3718592964824,1904480.3819095478,11758389.487437187,1.5225958131512949,87711.94974874372,2350150754.0581284,628329564475.9578,1.7660368352030922,120636.08542713568,tijolos
RT8_17.jpg,0.0027008056640625,2657683685.5080695,514.180790960452,2316971.2881355933,13305906.757062146,1.8242601528742985,91413.28248587571,2657683616.1746945,685563009841.5509,2.6777591348146728,109069.93220338984,tijolos
RT8_34.jpg,0.003204345703125,2031809590.2801025,769.447619047619,2155058.419047619,9550066.914285714,1.430948647960175,80735.87142857142,2031809524.1131048,538560873630.4891,3.338630163465322,190658.72857142857,tijolos
RT8_31.jpg,0.002716064453125,2615224791.4920726,540.6629213483146,2260569.606741573,13043764.393258426,1.6570334399535345,100707.33146067416,2615224719.4334345,744697209614.2946,2.7571620934410817,115990.33707865169,tijolos
RT8_25.jpg,0.0020294189453125,3819548953.294847,368.3157894736842,3231904.045112782,20215397.44360902,2.061675937156221,138713.66917293234,3819548872.5133104,1095394307221.6273,1.5300858414513192,95192.4962406015,tijolos
RT8_24.jpg,0.002471923828125,2942654399.3046346,404.85185185185185,2691152.5679012346,14952892.24691358,1.8895705801200675,108803.02469135802,2942654321.361135,820556439252.9496,2.017737485188613,90910.09876543209,tijolos
RT8_22.jpg,0.0020751953125,3622500086.5033383,427.3382352941176,3140197.8235294116,18791603.23529412,2.230835461822243,125254625,3622500000.389359,958499506730.0077,1.9032717707312987,102977.22794117648,tijolos
RT8_6.jpg,0.0034637451171875,1925286403.6719143,648.3700440528635,1857176.960352423,9187335.27753304,1.4824393575306836,70819.6255506608,1925286343.9278295,497668471788.7996,3.5932920950522753,129877.08810572687,tijolos
RT8_16.jpg,0.002166748046875,3485000080.003207,431.23943661971833,2925914.8028169014,18092228.591549296,2.3148055235209863,112519.3661971831,3485000000.4214115,891808678825173,2.449373029797404,83177.76056338029,tijolos
RT8_15.jpg,0.0020904541015625,3486423444.323199,580.8613138686131,3005622.3503649635,17616023.18248175,2.3204061012608093,121391.05839416059,3486423358.110884,940668120858.1781,3.129315233626915,117117.9708029197,tijolos
RT19_31.jpg,0.003143310546875,2143592305.382949,403.3543689320388,2042354.9029126214,10473098.6407767,1990293.761193712,87369.39805825242,2144368932.5992577,581870359962.9653,3640779.741927945,116700.93203883494,madeira
RT19_30.jpg,0.003662109375,1858833392.9964113,378.8833333333333,1539800225,9091384975,4791669.617773808,78774.2625,1861500000.7211163,533679933993.83307,44416671.94627889,112209.24166666667,madeira
RT19_39.jpg,0.0015411376953125,5702574325.873117,138.7029702970297,3626645.3663366335,33290455.00990099,8415848.800824914,178536.61386138614,5702673267.790508,1549201901488.6682,99010.591178665,43884.83168316832,madeira
RT19_21.jpg,0.0030364990234375,2345125696.8016505,331.50251256281405,1805625.8190954775,11816013.869346734,1859299.3161871033,97242.58291457286,2345527638.7860394,678900875189692,1708546.0133770183,108539.46733668342,madeira
RT19_4.jpg,0.003021240234375,2225101084.0401053,453.23737373737373,1804924.2424242424,10816447.434343435,2575760.320686208,97652.46464646465,2225606061.204302,644781790036.2094,656569.3429135293,143711.04545454544,madeira
RT19_10.jpg,0.0014190673828125,6081397931.7035675,180.8709677419355,4348469.225806451,34984317.09677419,10752694.42171831,209481.5483870968,6081505376.733488,1785170348810791,107527.58477738616,58912.93548387097,madeira
RT19_25.jpg,0.001434326171875,6108510713.012549,152.38297872340425,3903765.574468085,35568654.55319149,7553198.2161089545,200962.21276595743,6108510638.690261,1738165874325.6982,0.6351881919849324,49531.98936170213,madeira
